Kode Toko,NAMA TOKO,OPENING,"UMUR TOKO
(TAHUN)",JARAK TEMPUH,"WAKTU TEMPUH
(HARI:JAM:MENIT)",KATEGORI WILAYAH,KELURAHAN,KECAMATAN,KAB/KOTA,KODE POS,KOORDINAT GPS
FYVV,MERAK RAYA,7-Jul-14,11,"67,6",0 hari 1 jam 14 menit,Menengah,JAKASAMPURNA,BEKASI BARAT,KOTA BEKASI,17145,-6.23952778 106.96919444
TRAG,SETU CIBUNTU RAYA,18-Jul-14,11,"55,4",0 hari 1 jam 0 menit,Menengah,TAMBUN,TAMBUN SELATAN,BEKASI,17510,-6.267783 107.075888
TJ6J,D GRIYA,26-Jul-14,11,"25,9",0 hari 0 jam 28 menit,DK,CIBALONG SARI,KLARI,KARAWANG,41371,-6.35283333 107.37116667
TYG6,SUMUR BATU,22-Agu-14,11,65,0 hari 1 jam 11 menit,Menengah,SUMUR BATU,BANTAR GEBANG,KOTA BEKASI,17154,-6.33861111 106.998
TEQP,SELANG NANGKA,23-Agu-14,11,"60,3",0 hari 1 jam 6 menit,Menengah,WANASARI,CIBITUNG,BEKASI,17520,-6.25338889 107.09280556
TI5B,RUKO AMETHYS,25-Agu-14,11,62,0 hari 1 jam 8 menit,Menengah,PADURENAN,MUSTIKAJAYA,KOTA BEKASI,17156,-6.325638 107.01097
TW4K,AHMAD YANI DAWUAN,29-Agu-14,11,"12,2",0 hari 0 jam 13 menit,DK,DAWUAN BARAT,CIKAMPEK,KARAWANG,41373,-6.39269444 107.42763889
TUCA,TERUSAN I GUSTI NGURAH RA,26-Sep-14,11,"67,1",0 hari 1 jam 13 menit,Menengah,BINTARA,BEKASI BARAT,KOTA BEKASI,17134,-6.22125 106.96747222
TVUN,JATIMULYA BARU,30-Sep-14,11,"59,3",0 hari 1 jam 5 menit,Menengah,PENGASINAN,RAWA LUMBU,KOTA BEKASI,17115,-6.270491 107.016485
TDXM,GRAHA PRIMA BOULEVARD,20-Okt-14,11,"63,8",0 hari 1 jam 10 menit,Menengah,MANGUN JAYA,TAMBUN SELATAN,BEKASI,17510,-6.22727778 107.06166667
TSRL,PERUM KOTA BUKIT,27-Okt-14,11,"1,9",0 hari 0 jam 2 menit,DK,WANAKERTA,BUNGURSARI,PURWAKARTA,41181,-6.45630556 107.46777778
T37H,GEMPOL,28-Okt-14,11,"23,6",0 hari 0 jam 25 menit,DK,GEMPOL,BANYUSARI,KARAWANG,41374,-6.30058333 107.56747222
TRM0,CIBALONG SARI,29-Okt-14,11,"29,4",0 hari 0 jam 32 menit,DK,CIBALONG SARI,KLARI,KARAWANG,41371,-6.34055556 107.38058333
FM04,BEKASI TIMUR REGENCY 2,31-Okt-14,11,"62,2",0 hari 1 jam 8 menit,Menengah,BURANGKENG,SETU,BEKASI,17320,-6.332713 107.017276
TSVC,KEMANG RAYA,28-Nov-14,11,65,0 hari 1 jam 11 menit,Menengah,BOJONG RAWA LUMBU,RAWA LUMBU,KOTA BEKASI,17116,-6.2705 106.98655556
TWT7,SURYA CIPTA,28-Nov-14,11,"21,9",0 hari 0 jam 24 menit,DK,KUTA MEKAR,CIAMPEL,KARAWANG,41363,-6.37461 107.328163
TIO3,PERUMNAS BARU,30-Nov-14,11,"31,4",0 hari 0 jam 34 menit,DK,SUKALUYU,TELUKJAMBE TIMUR,KARAWANG,41360,-6.33494444 107.28180556
T2C4,BUMI BEKASI BARU,20-Des-14,11,"60,5",0 hari 1 jam 6 menit,Menengah,PENGASINAN,RAWA LUMBU,KOTA BEKASI,17115,-6.272376 107.00268
TD3S,SPBU UNDER PASS BEKASI,24-Des-14,11,"66,4",0 hari 1 jam 13 menit,Menengah,DUREN JAYA,BEKASI TIMUR,KOTA BEKASI,17111,-6.24208333 107.01522222
TGRK,MEKAR JAYA,24-Des-14,11,"15,5",0 hari 0 jam 17 menit,DK,MEKAR JAYA,PURWASARI,KARAWANG,41377,-6.38144444 107.39413889
T0JP,AHMAD YANI CIKAMPEK BARU,27-Des-14,11,"10,7",0 hari 0 jam 11 menit,DK,DAWUAN TENGAH,CIKAMPEK,KARAWANG,41373,-6.400797 107.444766
THX8,AHMAD YANI CIKAMPEK,28-Des-14,11,"10,6",0 hari 0 jam 11 menit,DK,DAWUAN,CIKAMPEK,KARAWANG,41373,-6.39655556 107.43402778
TYM6,WADAS,31-Des-14,11,"43,4",0 hari 0 jam 47 menit,Menengah,LEMAHABANG,LEMAH ABANG,KARAWANG,41383,-6.287336 107.453093
TI1F,SIMPANG PULORIBUNG,29-Jan-15,11,"65,7",0 hari 1 jam 12 menit,Menengah,JAKASETIA,BEKASI SELATAN,KOTA BEKASI,17147,-6.2675 106.97511111
TVG4,AHMAD YANI 37,28-Feb-15,11,"35,1",0 hari 0 jam 38 menit,DK,TANJUNGPURA,KARAWANG BARAT,KARAWANG,41316,-6.29536111 107.29408333
TZYN,PASIR PANJANG,23-Mar-15,11,"24,3",0 hari 0 jam 26 menit,DK,CIBALONG SARI,KLARI,KARAWANG,41371,-6.354099 107.365021
TI9C,KAWALI,26-Mar-15,11,"20,5",0 hari 0 jam 22 menit,DK,DUREN,KLARI,KARAWANG,41371,-6.360879 107.379416
T7CA,GALUH MAS RAYA,30-Mar-15,11,"33,2",0 hari 0 jam 36 menit,DK,SUKAHARJA,TELUKJAMBE TIMUR,KARAWANG,41360,-6.32495061 107.2919922
TMMO,AKSES TOL KARAWANG BARAT,31-Mar-15,11,"28,5",0 hari 0 jam 31 menit,DK,MARGAKAYA,TELUKJAMBE BARAT,KARAWANG,41361,-6.34216667 107.27105556
TOAW,SUMUR KONDANG,23-Apr-15,11,"21,2",0 hari 0 jam 23 menit,DK,SUMUR KONDANG,KLARI,KARAWANG,41371,-6.395902 107.379038
TXAH,GINTUNG KERTA,28-Apr-15,11,"22,9",0 hari 0 jam 25 menit,DK,KLARI,KLARI,KARAWANG,41371,-6.35980556 107.35291667
TK0O,RAWA GEMPOL KULON,29-Apr-15,11,"33,9",0 hari 0 jam 37 menit,DK,RAWAGEMPOL KULON,CILAMAYA WETAN,KARAWANG,41386,-6.225259 107.566168
TQTH,AKSES TOL SADANG,29-Apr-15,11,"11,6",0 hari 0 jam 12 menit,DK,MULYA MEKAR,BABAKAN CIKAO,PURWAKARTA,41151,-6.510866 107.458544
F3OI,MAHONI RAYA,30-Apr-15,11,"65,9",0 hari 1 jam 12 menit,Menengah,PEKAYONJAYA,BEKASI SELATAN,KOTA BEKASI,17148,-6.25688889 106.97686111
T1TA,SPBU SETU SERANG,30-Apr-15,11,60,0 hari 1 jam 6 menit,Menengah,CIBENING,SETU,BEKASI,17320,-6.34447222 107.07080556
TQ1A,K.H HAJAR DEWANTARA,30-Apr-15,11,"53,9",0 hari 0 jam 59 menit,Menengah,SUKARAYA,KARANG BAHAGIA,BEKASI,17535,-6.24172222 107.16038889
TYMT,SIMPANG K.H MASUD,30-Apr-15,11,"58,7",0 hari 1 jam 4 menit,Menengah,TRIDAYA SAKTI,TAMBUN SELATAN,BEKASI,17510,-6.25039 107.077308
FE6Y,MARIUK,23-Mei-15,11,"51,7",0 hari 0 jam 56 menit,Menengah,MARIUK,TAMBAKDAHAN,SUBANG,41267,-6.31552778 107.80986111
T2HS,TUGU PROKLAMASI,25-Mei-15,11,"50,6",0 hari 0 jam 55 menit,Menengah,RENGASDENGKLOK UTARA,RENGASDENGKLOK,KARAWANG,41352,-6.15722222 107.29044444
T4RT,RAYA SUKATANI,28-Mei-15,10,"30,5",0 hari 0 jam 33 menit,DK,SUKAJAYA,SUKATANI,PURWAKARTA,41167,-6.59563889 107.42430556
TZAG,BOJONG SAWIT,29-Mei-15,10,"52,9",0 hari 0 jam 58 menit,Menengah,BOJONG BARAT,BOJONG,PURWAKARTA,41164,-6.71002778 107.50375
TFCM,MARACANG SUKAMULYA,31-Mei-15,10,"22,2",0 hari 0 jam 24 menit,DK,CILANGKAP,BABAKAN CIKAO,PURWAKARTA,41151,-6.48377778 107.391
TLON,RUKO GRAND GALAXY,31-Mei-15,10,"66,9",0 hari 1 jam 13 menit,Menengah,JAKASETIA,BEKASI SELATAN,KOTA BEKASI,17147,-6.265116 106.970923
TPW1,JOMIN RAYA,31-Mei-15,10,"6,4",0 hari 0 jam 7 menit,DK,JOMIN BARAT,KOTA BARU,KARAWANG,41376,-6.41930556 107.48211111
FSR9,GRAHA MORRIS MGT,14-Jun-15,10,"56,6",0 hari 1 jam 2 menit,Menengah,MUSTIKA JAYA,MUSTIKAJAYA,KOTA BEKASI,17158,-6.286686 107.032038
T507,CIBENING BUNGURSARI,25-Jun-15,10,8,0 hari 0 jam 8 menit,DK,BUNGURSARI,BUNGURSARI,PURWAKARTA,41181,-6.48611111 107.47841667
THCI,PALUMBON SARI,26-Jun-15,10,"29,7",0 hari 0 jam 32 menit,DK,PALUMBONSARI,KARAWANG TIMUR,KARAWANG,41314,-6.28830556 107.33
TXQS,TEUKU UMAR CIBITUNG,27-Jun-15,10,"57,5",0 hari 1 jam 3 menit,Menengah,Cibuntu,CIBITUNG,BEKASI,17520,-6.268121 107.082261
TA7G,KOTA SERANG BARU 08,30-Jun-15,10,55,0 hari 1 jam 0 menit,Menengah,SUKARAGAM,SERANG BARU,BEKASI,17330,-6.39513889 107.10633333
TSTL,LUMBU TENGAH,30-Jun-15,10,62,0 hari 1 jam 8 menit,Menengah,BOJONG RAWA LUMBU,RAWA LUMBU,KOTA BEKASI,17116,-6.28441667 106.99455556
T0I2,PETE RAYA,14-Jul-15,10,"61,3",0 hari 1 jam 7 menit,Menengah,MUSTIKA SARI,MUSTIKAJAYA,KOTA BEKASI,17157,-6.29141667 107.01555556
TNEQ,KOTA BARU RESIDENCE,25-Jul-15,10,"10,6",0 hari 0 jam 11 menit,DK,WANCIMEKAR,KOTA BARU,KARAWANG,41376,-6.40040833 107.47912778
TRA0,KIMANGUN SARKORO 2,27-Jul-15,10,"62,6",0 hari 1 jam 8 menit,Menengah,BEKASI JAYA,BEKASI TIMUR,KOTA BEKASI,17112,-6.23438889 107.00902778
TI7F,DC PURWAKARTA,28-Agu-15,10,"0,07",0 hari 0 jam 0 menit,DK,DANGDEUR,BUNGURSARI,PURWAKARTA,41181,-6.45108333 107.45
TMGB,PRAMUKA JATILUHUR,30-Agu-15,10,"26,6",0 hari 0 jam 29 menit,DK,BUNDER,JATILUHUR,PURWAKARTA,41161,-6.550707 107.428176
TUOB,MARELENG,31-Agu-15,10,"42,1",0 hari 0 jam 46 menit,Menengah,BOJONG SARI,KEDUNG WARINGIN,BEKASI,17540,-6.268 107.25108333
TV8N,PENDIDIKAN TAMBUN,31-Agu-15,10,"62,2",0 hari 1 jam 8 menit,Menengah,MANGUN JAYA,TAMBUN SELATAN,BEKASI,17510,-6.240753 107.057195
TSIW,SUMBER JAYA 55,25-Sep-15,10,"61,5",0 hari 1 jam 7 menit,Menengah,SUMBER JAYA,TAMBUN SELATAN,BEKASI,17510,-6.23547222 107.07455556
TYG9,KALANG SARI,25-Sep-15,10,"44,8",0 hari 0 jam 49 menit,Menengah,KALANGSARI,RENGASDENGKLOK,KARAWANG,41352,-6.20622222 107.29883333
T0Y9,RAYA PASAWAHAN,26-Sep-15,10,22,0 hari 0 jam 24 menit,DK,PASAWAHAN,PASAWAHAN,PURWAKARTA,41172,-6.586454 107.470419
TOA7,PAHLAWAN BARU,19-Okt-15,10,"60,4",0 hari 1 jam 6 menit,Menengah,AREN JAYA,BEKASI TIMUR,KOTA BEKASI,17111,-6.24319444 107.02663889
T8JV,TARUMA NEGARA KARAWANG,29-Okt-15,10,34,0 hari 0 jam 37 menit,DK,PURWADANA,TELUKJAMBE TIMUR,KARAWANG,41360,-6.29888889 107.28508333
FT6Z,JUANDA BEKASI,31-Okt-15,10,"64,6",0 hari 1 jam 11 menit,Menengah,MARGAJAYA,BEKASI SELATAN,KOTA BEKASI,17141,-6.23646 106.9985
TDZ9,OTISTA KARAWANG,31-Okt-15,10,"28,4",0 hari 0 jam 31 menit,DK,KARAWANG WETAN,KARAWANG TIMUR,KARAWANG,41314,-6.31 107.30880556
TEW2,BOJONG SARI,31-Okt-15,10,"38,6",0 hari 0 jam 42 menit,DK,BOJONG SARI,KEDUNG WARINGIN,BEKASI,17540,-6.27172222 107.26475
TH0M,SPBU BUKIT INDAH,31-Okt-15,10,"4,9",0 hari 0 jam 5 menit,DK,KALIHURIP,CIKAMPEK,KARAWANG,41373,-6.428608 107.427939
T7QT,REST AREA 86 A,2-Nov-15,10,18,0 hari 0 jam 19 menit,DK,KARYAMUKTI,CIPEUNDEUY,SUBANG,41272,-6.47161111 107.5865
TU9L,CIGELAM,20-Nov-15,10,"14,2",0 hari 0 jam 15 menit,DK,CIGELAM,BABAKAN CIKAO,PURWAKARTA,41151,-6.49461111 107.4525
TBWX,VILLA INDAH PERMATA,23-Nov-15,10,"10,7",0 hari 0 jam 11 menit,DK,CIKAMPEK BARAT,CIKAMPEK,KARAWANG,41373,-6.39622222 107.45072222
FM83,CIBENING,28-Nov-15,10,"7,6",0 hari 0 jam 8 menit,DK,BUNGURSARI,BUNGURSARI,PURWAKARTA,41181,-6.48272222 107.47986111
TWKY,RAWA GABUS,29-Nov-15,10,"27,9",0 hari 0 jam 30 menit,DK,MARGASARI,KARAWANG TIMUR,KARAWANG,41313,-6.31147222 107.32491667
F6IF,CIBUNGUR,30-Nov-15,10,"8,5",0 hari 0 jam 9 menit,DK,CIBUNGUR,BUNGURSARI,PURWAKARTA,41181,-6.46727778 107.46755556
TLIK,PANATAYUDHA,30-Nov-15,10,"36,9",0 hari 0 jam 40 menit,DK,NAGASARI,KARAWANG BARAT,KARAWANG,41312,-6.30658333 107.30519444
TUZC,KARANG RAHAYU,3-Des-15,10,"55,4",0 hari 1 jam 0 menit,Menengah,KARANG RAHAYU,KARANG BAHAGIA,BEKASI,17535,-6.22916667 107.17116667
TNKV,JATIBARU,19-Des-15,10,"17,9",0 hari 0 jam 19 menit,DK,JATIBARU,JATISARI,KARAWANG,41375,-6.34622222 107.54661111
TPQM,TAMAN SARI,20-Des-15,10,"43,6",0 hari 0 jam 47 menit,Menengah,TAMANSARI,PANGKALAN,KARAWANG,41362,-6.430227 107.21318
TPY8,TRIDAYA SAKTI,20-Des-15,10,"59,9",0 hari 1 jam 5 menit,Menengah,TRIDAYA SAKTI,TAMBUN SELATAN,BEKASI,17510,-6.247104 107.069024
TVSH,KUSUMA TIMUR RAYA,23-Des-15,10,"61,7",0 hari 1 jam 7 menit,Menengah,AREN JAYA,BEKASI TIMUR,KOTA BEKASI,17111,-6.23530556 107.03191667
TCMS,CASA GARDENIA,24-Des-15,10,"62,2",0 hari 1 jam 8 menit,Menengah,WANASARI,CIBITUNG,BEKASI,17520,-6.240631 107.093705
TN6B,RAWAMERTA KARAWANG,24-Des-15,10,"36,4",0 hari 0 jam 40 menit,DK,SUKAMERTA,RAWAMERTA,KARAWANG,41382,-6.246 107.35916667
TKB9,NUSANTARA RAYA,26-Des-15,10,"61,2",0 hari 1 jam 7 menit,Menengah,DUREN JAYA,BEKASI TIMUR,KOTA BEKASI,17111,-6.24297222 107.03277778
TXBK,BEKASI GRIYA PRATAMA,26-Des-15,10,"61,6",0 hari 1 jam 7 menit,Menengah,SUMBER JAYA,TAMBUN SELATAN,BEKASI,17510,-6.22708333 107.08611111
FR2U,SPBU TAMBAK MEKAR,27-Des-15,10,60,0 hari 1 jam 6 menit,Menengah,TAMBAK MEKAR,JALAN CAGAK,SUBANG,41281,-6.655835 107.71591
T9WR,PANCA KARYA TEMPURAN,27-Des-15,10,"50,3",0 hari 0 jam 55 menit,Menengah,PANCAKARYA,TEMPURAN,KARAWANG,41385,-6.18272222 107.44091667
TTLU,CICINDE UTARA,27-Des-15,10,"20,9",0 hari 0 jam 22 menit,DK,CICINDE UTARA,BANYUSARI,KARAWANG,41374,-6.32327778 107.56033333
T69R,MEDANG ASEM,28-Des-15,10,"57,6",0 hari 1 jam 3 menit,Menengah,MEDANG ASEM,JAYAKARTA,KARAWANG,41351,-6.11247222 107.27116667
THDY,AKSES TOL KARAWANG TIMUR,28-Des-15,10,"21,5",0 hari 0 jam 23 menit,DK,GINTUNG KERTA,KLARI,KARAWANG,41371,-6.35438889 107.34338889
T0VO,CIPEUNDEUY,29-Des-15,10,"24,6",0 hari 0 jam 27 menit,DK,DESA CIPENDEUY,CIPEUNDEUY,SUBANG,41272,-6.503334 107.570169
T61Y,MUSTIKA SARI 104,30-Des-15,10,"64,3",0 hari 1 jam 10 menit,Menengah,BANTAR GEBANG,BANTAR GEBANG,KOTA BEKASI,17151,-6.30766667 106.98994444
TPNV,RENGAS BANDUNG POM,30-Des-15,10,49,0 hari 0 jam 53 menit,Menengah,KARANG SAMBUNG,KEDUNG WARINGIN,BEKASI,17540,-6.26600556 107.21833889
T9IH,WANASARI KARAWANG,31-Des-15,10,"35,2",0 hari 0 jam 38 menit,DK,WANASARI,TELUKJAMBE BARAT,KARAWANG,41361,-6.359381 107.23231
TAZX,SACA KUSUMAH,31-Des-15,10,"36,1",0 hari 0 jam 39 menit,DK,TANJUNGPURA,KARAWANG BARAT,KARAWANG,41316,-6.29219444 107.28802778
TFXG,SUKATANI BARU,31-Des-15,10,"61,7",0 hari 1 jam 7 menit,Menengah,KARANGSENTOSA,KARANG BAHAGIA,BEKASI,17535,-6.17553 107.177916
TW93,SUKATANI 05,31-Des-15,10,"59,6",0 hari 1 jam 5 menit,Menengah,KARANGSENTOSA,KARANG BAHAGIA,BEKASI,17535,-6.19058333 107.17558333
TA6B,CILEWO,26-Jan-16,10,"41,9",0 hari 0 jam 46 menit,Menengah,CILEWO,TELAGASARI,KARAWANG,41381,-6.29202778 107.42252778
F4J9,NAKULA 2,30-Jan-16,10,"31,8",0 hari 0 jam 34 menit,DK,SUKALUYU,TELUKJAMBE TIMUR,KARAWANG,41360,-6.32941667 107.28336111
TB6R,CUT MUTIA 99,31-Jan-16,10,"60,1",0 hari 1 jam 6 menit,Menengah,MARGAHAYU,BEKASI TIMUR,KOTA BEKASI,17113,-6.250478 107.014988
TSI9,PERMATA BOSIH,16-Feb-16,10,"61,1",0 hari 1 jam 7 menit,Menengah,WANASARI,CIBITUNG,BEKASI,17520,-6.239887 107.088303
T7NE,BALONG SARI,27-Feb-16,10,"37,8",0 hari 0 jam 41 menit,DK,BALONGSARI,RAWAMERTA,KARAWANG,41382,-6.24075 107.32402778
T8LB,KEDAWUNG,27-Feb-16,10,"42,1",0 hari 0 jam 46 menit,Menengah,KEDAWUNG,LEMAH ABANG,KARAWANG,41383,-6.29177778 107.44244444
T1PN,MELUR,28-Feb-16,10,"63,6",0 hari 1 jam 9 menit,Menengah,DUREN JAYA,BEKASI TIMUR,KOTA BEKASI,17111,-6.22880556 107.02561111
TX7G,PURI NIRWANA,28-Feb-16,10,"53,8",0 hari 0 jam 59 menit,Menengah,SUKARAYA,KARANG BAHAGIA,BEKASI,17535,-6.24558333 107.16586111
T1PT,CITALANG TEGALWARU,29-Feb-16,10,"40,4",0 hari 0 jam 44 menit,Menengah,CITALANG,TEGALWARU,PURWAKARTA,41165,-6.64583333 107.35744444
TDDR,CILEBAR,29-Feb-16,10,"50,7",0 hari 0 jam 55 menit,Menengah,KERTAMUKTI,CILEBAR,KARAWANG,41350,-6.14436111 107.41238889
TNNQ,TAMAN CENTURY,29-Feb-16,10,"63,6",0 hari 1 jam 9 menit,Menengah,PEKAYONJAYA,BEKASI SELATAN,KOTA BEKASI,17148,-6.25594444 106.98769444
TY3Z,RUKO PURI TELUK JAMBE,29-Feb-16,10,34,0 hari 0 jam 37 menit,DK,SIRNABAYA,TELUKJAMBE TIMUR,KARAWANG,41360,-6.333491 107.307338
TEW1,SETIA MEKAR,18-Mar-16,10,"59,1",0 hari 1 jam 5 menit,Menengah,SETIAMEKAR,TAMBUN SELATAN,BEKASI,17511,-6.25152778 107.04166667
TW88,CITRA SWARNA,18-Mar-16,10,"29,7",0 hari 0 jam 32 menit,DK,BANGLE,MAJALAYA,KARAWANG,41370,-6.32361111 107.34372222
FZKS,KUTAPOHACI,19-Mar-16,10,"22,5",0 hari 0 jam 24 menit,DK,KUTAPOHACI,CIAMPEL,KARAWANG,41363,-6.393849 107.362245
T5AN,RAWAKALONG,30-Mar-16,10,"60,8",0 hari 1 jam 6 menit,Menengah,AREN JAYA,BEKASI TIMUR,KOTA BEKASI,17111,-6.23613889 107.04222222
TTHP,SURYA MANDALA,30-Mar-16,10,"66,9",0 hari 1 jam 13 menit,Menengah,JAKASETIA,BEKASI SELATAN,KOTA BEKASI,17147,-6.28144444 106.96988889
TDOP,BOLANG TIRTAJAYA,26-Apr-16,10,"63,3",0 hari 1 jam 9 menit,Menengah,BOLANG,TIRTAJAYA,KARAWANG,41357,-6.07411111 107.29661111
T3ZR,JAKAMULYA,27-Apr-16,10,"69,1",0 hari 1 jam 16 menit,Menengah,JAKAMULYA,BEKASI SELATAN,KOTA BEKASI,17146,-6.27786111 106.96155556
F1YQ,CINANGKA,30-Apr-16,10,"3,1",0 hari 0 jam 3 menit,DK,BUNGURSARI,BUNGURSARI,PURWAKARTA,41181,-6.43394444 107.46797222
T78O,NEGLASARI,30-Apr-16,10,"51,1",0 hari 0 jam 56 menit,Menengah,NEGLASARI,DARANGDAN,PURWAKARTA,41163,-6.69894444 107.49325
TAQF,PERUM PANORAMA,18-Mei-16,10,"14,6",0 hari 0 jam 16 menit,DK,NAGRIKALER,PURWAKARTA,PURWAKARTA,41115,-6.52927222 107.45063056
THBF,PERMATA REGENCY CIKAMPEK,25-Mei-16,10,"11,5",0 hari 0 jam 12 menit,DK,CIKAMPEK UTARA,KOTA BARU,KARAWANG,41376,-6.387 107.46772222
TAUS,GREEN VILLAGE,28-Mei-16,9,"33,3",0 hari 0 jam 36 menit,DK,SUKALUYU,TELUKJAMBE TIMUR,KARAWANG,41360,-6.33075 107.28933333
TL8D,SUKATANI KM 10,31-Mei-16,9,"31,8",0 hari 0 jam 34 menit,DK,SUKATANI,SUKATANI,PURWAKARTA,41167,-6.61186111 107.41025
TN68,SYECHQURO BARU,31-Mei-16,9,"28,8",0 hari 0 jam 31 menit,DK,PALUMBONSARI,KARAWANG TIMUR,KARAWANG,41314,-6.29572222 107.329
TRTK,SABAJAYA,31-Mei-16,9,"67,1",0 hari 1 jam 13 menit,Menengah,SABAJAYA,TIRTAJAYA,KARAWANG,41357,-6.049036 107.250391
TYO9,PERUMNAS BLOCK J,14-Jun-16,9,"31,8",0 hari 0 jam 34 menit,DK,SUKALUYU,TELUKJAMBE TIMUR,KARAWANG,41360,-6.332 107.2815
TZRU,MARACANG PASIFIC,16-Jun-16,9,"20,3",0 hari 0 jam 22 menit,DK,CICADAS,BABAKAN CIKAO,PURWAKARTA,41151,-6.49352778 107.40247222
FR3H,APARTEMEN GRAND DHIKA,18-Jun-16,9,"58,6",0 hari 1 jam 4 menit,Menengah,MARGAHAYU,BEKASI TIMUR,KOTA BEKASI,17113,-6.262106 107.019479
TSCR,BAYUR KIDUL,22-Jun-16,9,"31,7",0 hari 0 jam 34 menit,DK,BAYUR KIDUL,CILAMAYA KULON,KARAWANG,41384,-6.25830556 107.52880556
TC7U,CILOA,23-Jun-16,9,51,0 hari 0 jam 56 menit,Menengah,PADAASIH,CIBOGO,SUBANG,41285,-6.55472222 107.83180556
TRQV,WANTILAN,25-Jun-16,9,"24,3",0 hari 0 jam 26 menit,DK,WANTILAN,CIPEUNDEUY,SUBANG,41272,-6.50191667 107.60222222
FYL7,BLOKANG,28-Jun-16,9,"59,1",0 hari 1 jam 5 menit,Menengah,KARANGSENTOSA,KARANG BAHAGIA,BEKASI,17535,-6.19525 107.17480556
TE4W,RAYA SETU,29-Jun-16,9,55,0 hari 1 jam 0 menit,Menengah,CIBUNTU,CIBITUNG,BEKASI,17520,-6.286306 107.070255
TEIK,SPBU TANJUNG PURA,29-Jun-16,9,"33,3",0 hari 0 jam 36 menit,DK,KARANGPAWITAN,KARAWANG BARAT,KARAWANG,41315,-6.28363889 107.306
FWGV,GRAND PERMATA CITY,30-Jun-16,9,57,0 hari 1 jam 2 menit,Menengah,KARANGSETIA,KARANGBAHAGIA,BEKASI,17535,-6.21472222 107.16897222
TCTV,EXIT TOL KARAWANG BARAT,30-Jun-16,9,"28,4",0 hari 0 jam 31 menit,DK,MARGAKAYA,TELUKJAMBE BARAT,KARAWANG,41361,-6.342126 107.270751
TDR1,AMANSARI,30-Jun-16,9,"46,6",0 hari 0 jam 51 menit,Menengah,AMANSARI,RENGASDENGKLOK,KARAWANG,41352,-6.191 107.29630556
TRNX,JABONG PAGADEN,30-Jun-16,9,"43,8",0 hari 0 jam 48 menit,Menengah,JABONG,PAGADEN,SUBANG,41251,-6.52186111 107.79227778
TWQJ,CIASEM GIRANG,30-Jun-16,9,"31,9",0 hari 0 jam 35 menit,DK,CIASEM GIRANG,CIASEM,SUBANG,41256,-6.33872222 107.66611111
Feb1,SPBU KARTINI,31-Jul-16,9,"61,1",0 hari 1 jam 7 menit,Menengah,MARGAHAYU,BEKASI TIMUR,KOTA BEKASI,17113,-6.24998 107.000059
TFQC,PABUARAN RAYA,16-Sep-16,9,"27,1",0 hari 0 jam 29 menit,DK,PABUARAN,PABUARAN,SUBANG,41262,-6.4121 107.585275
TPVP,KALIJATI TIMUR,16-Sep-16,9,"43,8",0 hari 0 jam 48 menit,Menengah,KALIJATI TIMUR,KALIJATI,SUBANG,41271,-6.526931 107.683506
TAOM,PALUMBON RAYA,23-Sep-16,9,"30,5",0 hari 0 jam 33 menit,DK,PALUMBONSARI,KARAWANG TIMUR,KARAWANG,41314,-6.280467 107.331305
FGYP,CIMUNING 10,27-Sep-16,9,"59,6",0 hari 1 jam 5 menit,Menengah,CIJENGKOL,SETU,BEKASI,17320,-6.32582778 107.03943611
T2GQ,COMPRENG JATIREJA,27-Sep-16,9,"62,4",0 hari 1 jam 8 menit,Menengah,JATIREJA,COMPRENG,SUBANG,41258,-6.41431111 107.88139722
T9JC,BABAKAN CIASEM,30-Sep-16,9,"35,6",0 hari 0 jam 39 menit,DK,CIASEM BARU,CIASEM,SUBANG,41256,-6.317139 107.690058
TAO2,RENGASDENGKLOK BARU,30-Sep-16,9,51,0 hari 0 jam 56 menit,Menengah,KUTAKARYA,KUTAWALUYA,KARAWANG,41358,-6.15714722 107.305413
TCRM,MANIIS,30-Sep-16,9,"56,2",0 hari 1 jam 1 menit,Menengah,CITAMIANG,MANIIS,PURWAKARTA,41166,-6.69904722 107.31689444
TUW2,TELUK BANGO,30-Sep-16,9,"65,2",0 hari 1 jam 11 menit,Menengah,TELUK BANGO,BATU JAYA,KARAWANG,41354,-6.09494722 107.21141111
T6OH,PAKIS KARAWANG,21-Okt-16,9,"84,5",0 hari 1 jam 32 menit,Menengah,TANJUNGBUNGIN,PAKIS JAYA,KARAWANG,41355,-6.00071944 107.088575
TO58,PAMOYANAN,21-Okt-16,9,"39,4",0 hari 0 jam 43 menit,DK,CITEKO,PLERED,PURWAKARTA,41162,-6.64653056 107.36698889
TL2E,BUMI WARINGIN INDAH,27-Okt-16,9,"42,8",0 hari 0 jam 47 menit,Menengah,WARINGINJAYA,KEDUNG WARINGIN,BEKASI,17540,-6.26480833 107.23660833
TG1G,BANGLE,31-Okt-16,9,"28,6",0 hari 0 jam 31 menit,DK,BANGLE,MAJALAYA,KARAWANG,41370,-6.32959444 107.34969722
TOIE,PINAYUNGAN RAYA,25-Nov-16,9,"33,8",0 hari 0 jam 37 menit,DK,PINAYUNGAN,TELUKJAMBE TIMUR,KARAWANG,41360,-6.34376111 107.30735
TY6X,LINGKAR TANJUNGPURA,25-Nov-16,9,"28,7",0 hari 0 jam 31 menit,DK,KONDANGJAYA,KARAWANG TIMUR,KARAWANG,41313,-6.322245 107.337313
